Bezeichnung,Kanton,Jahr,Wert,Bemerkungen,Vergleichbar_Vorjahre,Vergleichbar_AndereKantone
Massnahmen nach Art. 307 ZGB,ZG,2015,51,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,ZH,2015,481,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,AI,2015,0,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,BE,2015,496,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,BL,2015,184,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,BS,2015,38,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,FR,2015,14,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,GL,2015,9,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,GR,2015,68,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,JU,2015,5,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,LU,2015,38,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,NE,2015,0,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,NW,2015,15,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,OW,2015,1,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SG,2015,156,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SH,2015,18,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SO,2015,65,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SZ,2015,75,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,TG,2015,120,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,UR,2015,6,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,VD,2015,364,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,VS,2015,9,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 307.3 Weisung/Ermahnung,ZG,2015,41,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,ZH,2015,349,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,AI,2015,1,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,BE,2015,158,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,BL,2015,94,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,BS,2015,1,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,FR,2015,148,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,GL,2015,3,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,GR,2015,6,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,JU,2015,17,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,LU,2015,19,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,NE,2015,16,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,NW,2015,2,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,OW,2015,0,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SG,2015,57,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SH,2015,4,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SO,2015,54,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SZ,2015,0,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,TG,2015,18,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,UR,2015,8,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,VD,2015,0,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,VS,2015,95,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 307.3 Person/Stelle mit Einblick,ZG,2015,10,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,ZH,2015,110,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,AI,2015,4,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,BE,2015,4,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,BL,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,BS,2015,2,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,FR,2015,52,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,GL,2015,1,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,GR,2015,7,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,JU,2015,9,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 307.1 geeignete Massnahme,LU,2015,1,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,NE,2015,12,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,NW,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,OW,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SG,2015,63,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SH,2015,3,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SO,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SZ,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,TG,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,UR,2015,1,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,VD,2015,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,VS,2015,17,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 307.1 geeignete Massnahme,ZG,2015,2,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,ZH,2015,71,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),AI,2015,23,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),BE,2015,4876,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),BL,2015,935,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),BS,2015,603,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),FR,2015,1429,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),GL,2015,178,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),GR,2015,586,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),JU,2015,480,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),LU,2015,1575,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),NE,2015,899,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),NW,2015,117,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),OW,2015,75,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SG,2015,2454,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SH,2015,272,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SO,2015,1520,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SZ,2015,376,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),TG,2015,1040,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),TI,2015,728,"TI : Eigene Erhebung, ohne Mehrfachnennungen, Detailangaben nur zu Massnahmengruppen.",FALSE,FALSE
Beistandschaften (Art. 308 ZGB),UR,2015,72,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),VD,2015,899,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),VS,2015,748,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Beistandschaften (Art. 308 ZGB),ZG,2015,330,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),ZH,2015,6575,NA,TRUE,TRUE
Art. 308.1 Beratung,AI,2015,23,NA,TRUE,TRUE
Art. 308.1 Beratung,BE,2015,3755,NA,TRUE,TRUE
Art. 308.1 Beratung,BL,2015,798,NA,TRUE,TRUE
Art. 308.1 Beratung,BS,2015,318,NA,TRUE,TRUE
Art. 308.1 Beratung,FR,2015,1064,NA,TRUE,TRUE
Art. 308.1 Beratung,GL,2015,165,NA,TRUE,TRUE
Art. 308.1 Beratung,GR,2015,393,NA,TRUE,TRUE
Art. 308.1 Beratung,JU,2015,322,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.1 Beratung,LU,2015,1248,NA,TRUE,TRUE
Art. 308.1 Beratung,NE,2015,565,NA,TRUE,TRUE
Art. 308.1 Beratung,NW,2015,92,NA,TRUE,TRUE
Art. 308.1 Beratung,OW,2015,50,NA,TRUE,TRUE
Art. 308.1 Beratung,SG,2015,1897,NA,TRUE,TRUE
Art. 308.1 Beratung,SH,2015,216,NA,TRUE,TRUE
Art. 308.1 Beratung,SO,2015,846,NA,TRUE,TRUE
Art. 308.1 Beratung,SZ,2015,35,NA,TRUE,TRUE
Art. 308.1 Beratung,TG,2015,882,NA,TRUE,TRUE
Art. 308.1 Beratung,UR,2015,48,NA,TRUE,TRUE
Art. 308.1 Beratung,VD,2015,648,NA,TRUE,TRUE
Art. 308.1 Beratung,VS,2015,542,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.1 Beratung,ZG,2015,264,NA,TRUE,TRUE
Art. 308.1 Beratung,ZH,2015,4882,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,AI,2015,0,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,BE,2015,79,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,BL,2015,21,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,BS,2015,91,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,FR,2015,60,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,GL,2015,5,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,GR,2015,10,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,JU,2015,9,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,LU,2015,71,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,NE,2015,557,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,NW,2015,5,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,OW,2015,2,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SG,2015,78,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SH,2015,16,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SO,2015,24,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SZ,2015,11,NA,TRUE,FALSE
Art. 308.2 Feststellung Vaterschaft,TG,2015,30,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,UR,2015,1,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,VD,2015,68,NA,TRUE,FALSE
Art. 308.2 Feststellung Vaterschaft,VS,2015,51,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.2 Feststellung Vaterschaft,ZG,2015,0,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,ZH,2015,374,NA,TRUE,TRUE
Art. 308.2 Unterhalt,AI,2015,18,NA,TRUE,TRUE
Art. 308.2 Unterhalt,BE,2015,250,NA,TRUE,TRUE
Art. 308.2 Unterhalt,BL,2015,17,NA,TRUE,TRUE
Art. 308.2 Unterhalt,BS,2015,46,NA,TRUE,TRUE
Art. 308.2 Unterhalt,FR,2015,62,NA,TRUE,TRUE
Art. 308.2 Unterhalt,GL,2015,5,NA,TRUE,TRUE
Art. 308.2 Unterhalt,GR,2015,14,NA,TRUE,TRUE
Art. 308.2 Unterhalt,JU,2015,7,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.2 Unterhalt,LU,2015,253,NA,TRUE,TRUE
Art. 308.2 Unterhalt,NE,2015,0,NA,TRUE,TRUE
Art. 308.2 Unterhalt,NW,2015,1,NA,TRUE,TRUE
Art. 308.2 Unterhalt,OW,2015,8,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SG,2015,179,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SH,2015,57,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SO,2015,91,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SZ,2015,331,NA,TRUE,TRUE
Art. 308.2 Unterhalt,TG,2015,95,NA,TRUE,TRUE
Art. 308.2 Unterhalt,UR,2015,4,NA,TRUE,TRUE
Art. 308.2 Unterhalt,VD,2015,0,NA,TRUE,TRUE
Art. 308.2 Unterhalt,VS,2015,81,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.2 Unterhalt,ZG,2015,9,NA,TRUE,TRUE
Art. 308.2 Unterhalt,ZH,2015,1538,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,AI,2015,2,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,BE,2015,2288,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,BL,2015,496,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,BS,2015,98,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,FR,2015,843,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,GL,2015,131,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,GR,2015,386,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,JU,2015,389,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,LU,2015,673,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,NE,2015,0,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,NW,2015,45,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,OW,2015,39,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SG,2015,1219,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SH,2015,78,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SO,2015,383,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SZ,2015,0,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,TG,2015,478,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,UR,2015,10,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,VD,2015,0,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,VS,2015,357,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.2 persönlicher Verkehr,ZG,2015,133,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,ZH,2015,3365,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,AI,2015,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BE,2015,135,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BL,2015,9,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BS,2015,30,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,FR,2015,12,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GL,2015,5,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GR,2015,46,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,JU,2015,1,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.2 medizinische Behandlung,LU,2015,112,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,NE,2015,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,NW,2015,3,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,OW,2015,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SG,2015,57,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SH,2015,11,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SO,2015,19,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SZ,2015,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,TG,2015,85,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,UR,2015,13,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,VD,2015,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,VS,2015,4,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.2 medizinische Behandlung,ZG,2015,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,ZH,2015,1650,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",AI,2015,0,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BE,2015,747,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BL,2015,86,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BS,2015,3,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",FR,2015,6,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GL,2015,24,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GR,2015,94,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",JU,2015,0,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",LU,2015,564,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",NE,2015,0,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",NW,2015,23,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",OW,2015,5,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SG,2015,145,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SH,2015,16,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SO,2015,59,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SZ,2015,0,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",TG,2015,177,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",UR,2015,12,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",VD,2015,0,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",VS,2015,7,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
"Art. 308.2 Schule, Berufslehre, etc.",ZG,2015,18,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",ZH,2015,908,NA,TRUE,TRUE
Art. 308.2 Anderes,AI,2015,0,NA,TRUE,TRUE
Art. 308.2 Anderes,BE,2015,1071,NA,TRUE,TRUE
Art. 308.2 Anderes,BL,2015,227,NA,TRUE,TRUE
Art. 308.2 Anderes,BS,2015,338,NA,TRUE,TRUE
Art. 308.2 Anderes,FR,2015,66,NA,TRUE,TRUE
Art. 308.2 Anderes,GL,2015,26,NA,TRUE,TRUE
Art. 308.2 Anderes,GR,2015,74,NA,TRUE,TRUE
Art. 308.2 Anderes,JU,2015,3,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.2 Anderes,LU,2015,861,NA,TRUE,TRUE
Art. 308.2 Anderes,NE,2015,0,NA,TRUE,FALSE
Art. 308.2 Anderes,NW,2015,7,NA,TRUE,TRUE
Art. 308.2 Anderes,OW,2015,17,NA,TRUE,TRUE
Art. 308.2 Anderes,SG,2015,381,NA,TRUE,TRUE
Art. 308.2 Anderes,SH,2015,45,NA,TRUE,TRUE
Art. 308.2 Anderes,SO,2015,726,NA,TRUE,TRUE
Art. 308.2 Anderes,SZ,2015,0,NA,TRUE,FALSE
Art. 308.2 Anderes,TG,2015,311,NA,TRUE,TRUE
Art. 308.2 Anderes,UR,2015,4,NA,TRUE,TRUE
Art. 308.2 Anderes,VD,2015,392,NA,TRUE,FALSE
Art. 308.2 Anderes,VS,2015,28,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.2 Anderes,ZG,2015,136,NA,TRUE,TRUE
Art. 308.2 Anderes,ZH,2015,2019,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,AI,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BE,2015,2,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BL,2015,5,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BS,2015,3,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,FR,2015,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GL,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GR,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,JU,2015,0,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,LU,2015,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,NE,2015,10,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,NW,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,OW,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SG,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SH,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SO,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SZ,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,TG,2015,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,UR,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,VD,2015,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,VS,2015,2,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.3 Feststellung Vaterschaft,ZG,2015,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,ZH,2015,2,NA,TRUE,TRUE
Art. 308.3 Unterhalt,AI,2015,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BE,2015,9,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BL,2015,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BS,2015,2,NA,TRUE,TRUE
Art. 308.3 Unterhalt,FR,2015,5,NA,TRUE,TRUE
Art. 308.3 Unterhalt,GL,2015,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,GR,2015,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,JU,2015,1,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.3 Unterhalt,LU,2015,7,NA,TRUE,TRUE
Art. 308.3 Unterhalt,NE,2015,4,NA,TRUE,TRUE
Art. 308.3 Unterhalt,NW,2015,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,OW,2015,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SG,2015,7,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SH,2015,4,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SO,2015,2,NA,TRUE,TRUE
Art. 308.3 Unterhalt,SZ,2015,11,NA,TRUE,TRUE
Art. 308.3 Unterhalt,TG,2015,5,NA,TRUE,TRUE
Art. 308.3 Unterhalt,UR,2015,16,NA,TRUE,TRUE
Art. 308.3 Unterhalt,VD,2015,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,VS,2015,0,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.3 Unterhalt,ZG,2015,2,NA,TRUE,TRUE
Art. 308.3 Unterhalt,ZH,2015,19,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,AI,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,BE,2015,47,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,BL,2015,3,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,BS,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,FR,2015,20,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,GL,2015,20,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,GR,2015,1,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,JU,2015,3,JU: Aufgrund eines technischen Problems sind die Zahlen mit gewissen Vorbehalten verbunden.,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,LU,2015,15,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,NE,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,NW,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,OW,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SG,2015,46,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SH,2015,2,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SO,2015,4,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,SZ,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,TG,2015,25,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,UR,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,VD,2015,0,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,VS,2015,0,VS: Aufgrund eines technischen Probems sind die Zahlen mit gewissen Vorbehalten verbunden. KESB Vallée d'Illiez und KESB Raron mit eigener Erhebung.,FALSE,FALSE
Art. 308.3 persönlicher Verkehr,ZG,2015,2,NA,TRUE,TRUE
Art. 308.3 persönlicher Verkehr,ZH,2015,34,NA,TRUE,TRUE
