Bezeichnung,Kanton,Jahr,Wert,Bemerkungen,Vergleichbar_Vorjahre,Vergleichbar_AndereKantone
Art. 318.3 Inventar oder period.Rechnung/Bericht,TI,2022,2,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 318.3 Inventar oder period.Rechnung/Bericht,UR,2022,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,VD,2022,71,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,VS,2022,8,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,ZG,2022,1,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,ZH,2022,79,NA,TRUE,TRUE
Art. 324 Weisung,AG,2022,2,NA,TRUE,TRUE
Art. 324 Weisung,AI,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,AR,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,BE,2022,6,NA,TRUE,TRUE
Art. 324 Weisung,BL,2022,7,NA,TRUE,TRUE
Art. 324 Weisung,BS,2022,2,NA,TRUE,TRUE
Art. 324 Weisung,FR,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,GE,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,GL,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,GR,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,JU,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,LU,2022,7,NA,TRUE,TRUE
Art. 324 Weisung,NE,2022,2,NA,TRUE,TRUE
Art. 324 Weisung,NW,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,OW,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,SG,2022,5,NA,TRUE,TRUE
Art. 324 Weisung,SH,2022,3,NA,TRUE,TRUE
Art. 324 Weisung,SO,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,SZ,2022,1,NA,TRUE,TRUE
Art. 324 Weisung,TG,2022,3,NA,TRUE,TRUE
Art. 324 Weisung,TI,2022,2,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 324 Weisung,UR,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,VD,2022,1,NA,TRUE,TRUE
Art. 324 Weisung,VS,2022,6,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 324 Weisung,ZG,2022,0,NA,TRUE,TRUE
Art. 324 Weisung,ZH,2022,14,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,AG,2022,80,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,AI,2022,0,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,AR,2022,4,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,BE,2022,152,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,BL,2022,71,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,BS,2022,34,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,FR,2022,45,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,GE,2022,149,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,GL,2022,4,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,GR,2022,14,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,JU,2022,5,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,LU,2022,125,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,NE,2022,57,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,NW,2022,9,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,OW,2022,9,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SG,2022,42,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SH,2022,9,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SO,2022,93,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SZ,2022,9,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,TG,2022,42,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,TI,2022,81,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 325 Entziehung Verwaltung/Beistandschaft,UR,2022,2,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,VD,2022,20,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,VS,2022,37,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,ZG,2022,12,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,ZH,2022,113,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),AG,2022,100,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),AI,2022,7,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),AR,2022,1,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),BE,2022,97,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),BL,2022,27,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),BS,2022,8,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),FR,2022,53,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),GE,2022,112,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),GL,2022,4,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),GR,2022,23,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),JU,2022,15,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),LU,2022,31,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),NE,2022,112,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),NW,2022,4,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),OW,2022,1,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SG,2022,48,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SH,2022,11,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SO,2022,42,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SZ,2022,14,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),TG,2022,23,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),TI,2022,103,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),UR,2022,0,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),VD,2022,280,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),VS,2022,104,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Vormundschaft (Art. 327a ZGB),ZG,2022,1,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),ZH,2022,113,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),AG,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),AI,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),AR,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),BE,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),BL,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),BS,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),FR,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),GE,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),GL,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),GR,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),JU,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),LU,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),NE,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),NW,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),OW,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SG,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SH,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SO,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SZ,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),TG,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),TI,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),UR,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),VD,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),VS,2022,3,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),ZG,2022,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),ZH,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),AG,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),AI,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),AR,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),BE,2022,4,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),BL,2022,2,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),BS,2022,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),FR,2022,13,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),GE,2022,9,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),GL,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),GR,2022,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),JU,2022,2,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),LU,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),NE,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),NW,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),OW,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SG,2022,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SH,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SO,2022,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SZ,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),TG,2022,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),TI,2022,7,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),UR,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),VD,2022,10,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),VS,2022,2,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
internationale Adoption (BG HAÜ),ZG,2022,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),ZH,2022,14,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,AG,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,AI,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,AR,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,BE,2022,4,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,BL,2022,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,BS,2022,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,FR,2022,4,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,GE,2022,4,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,GL,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,GR,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,JU,2022,2,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,LU,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,NE,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,NW,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,OW,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SG,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SH,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SO,2022,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SZ,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,TG,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,TI,2022,2,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 17 BG HAÜ Beistandschaft,UR,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,VD,2022,2,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,VS,2022,1,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,ZG,2022,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,ZH,2022,4,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,AG,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,AI,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,AR,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,BE,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,BL,2022,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,BS,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,FR,2022,9,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,GE,2022,5,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,GL,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,GR,2022,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,JU,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,LU,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,NE,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,NW,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,OW,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SG,2022,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SH,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SO,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SZ,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,TG,2022,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,TI,2022,5,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 18 BG HAÜ Vormundschaft,UR,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,VD,2022,8,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,VS,2022,1,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,ZG,2022,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,ZH,2022,10,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,AG,2022,4344,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,AI,2022,83,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,AR,2022,283,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,BE,2022,6736,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,BL,2022,1327,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,BS,2022,904,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,FR,2022,2400,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,GE,2022,3448,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,GL,2022,189,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,GR,2022,592,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,JU,2022,561,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,LU,2022,1986,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,NE,2022,1470,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,NW,2022,124,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,OW,2022,171,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,SG,2022,2859,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,SH,2022,431,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,SO,2022,1588,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,SZ,2022,587,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,TG,2022,1341,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,TI,2022,1586,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,UR,2022,76,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,VD,2022,3222,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,VS,2022,1352,"VS: Von den 19 KESB im Kanton Wallis konnten nur 11 KESB die Daten für das Jahr 2022 liefern. Die Massnahmenzahlen des Kantons – als Total («Kinder») für 2022 wurden anhand der 11 KESB mit Massnahmenzahlen 2022, im Verhältnis zu den Massnahmenzahlen 2021, hochgerechnet.",TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,ZG,2022,350,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,ZH,2022,8125,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),AG,2021,312,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),AI,2021,4,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),AR,2021,18,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),BE,2021,393,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),BL,2021,105,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),BS,2021,119,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),FR,2021,242,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),GE,2021,676,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),GL,2021,12,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),GR,2021,37,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),JU,2021,69,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),LU,2021,122,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),NE,2021,43,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),NW,2021,12,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),OW,2021,19,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),SG,2021,154,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),SH,2021,16,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),SO,2021,95,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),SZ,2021,79,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),TG,2021,77,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),TI,2021,95,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),UR,2021,11,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),VD,2021,783,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),VS,2021,123,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),ZG,2021,64,NA,TRUE,TRUE
Verhinderung/Interessenkollision Eltern (Art. 306 ZGB),ZH,2021,631,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,AG,2021,312,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,AI,2021,4,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,AR,2021,18,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,BE,2021,381,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,BL,2021,105,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,BS,2021,117,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,FR,2021,235,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,GE,2021,664,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,GL,2021,8,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,GR,2021,36,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,JU,2021,60,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,LU,2021,119,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,NE,2021,1,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,NW,2021,12,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,OW,2021,19,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,SG,2021,152,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,SH,2021,16,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,SO,2021,94,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,SZ,2021,79,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,TG,2021,66,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,TI,2021,92,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 306.2 Vertretungsbeistandschaft,UR,2021,11,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,VD,2021,783,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,VS,2021,119,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,ZG,2021,64,NA,TRUE,TRUE
Art. 306.2 Vertretungsbeistandschaft,ZH,2021,609,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,AG,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,AI,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,AR,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,BE,2021,12,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,BL,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,BS,2021,2,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,FR,2021,7,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,GE,2021,18,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,GL,2021,4,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,GR,2021,1,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,JU,2021,10,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,LU,2021,4,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,NE,2021,42,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,NW,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,OW,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,SG,2021,2,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,SH,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,SO,2021,1,NA,TRUE,TRUE
